StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q13,Q14,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q21_1,Q21_2,Q21_3,Q21_4,Q23,Q6,Q7,Q8,Q9,Q10,Q8,Q9,Q22,Q10,Q11,Q12,Q24
2022-05-10 20:18:34,2022-05-14 20:18:15,IP Address,45,345581,False,2022-05-28 20:18:16,R_31SPdMqKXs9TPCj,anonymous,EN,1,Yes,Yes,4 = Agree,2 = Disagree,4 = Agree,3 = Neither Agree nor Disagree,4 = Agree,3 = Neither Agree nor Disagree,5 = Strongly Agree,5 = Strongly Agree,2 = Disagree,5 = Strongly Agree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,4 = Agree,4 = Agree,3 = Neither Agree nor Disagree,2 = Disagree,4 = Agree,4 = Agree,3 = Neither Agree nor Disagree,2 = Had a strong positive impact,2 = Had a strong positive impact,-1 = Had a negative impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,,,,,,,,,,,,,
2022-05-28 20:41:59,2022-05-28 20:59:04,IP Address,100,1025,True,2022-05-28 20:59:05,R_3JCrPh8FWuuGf5e,anonymous,EN,1,Yes,Yes,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,5 = Strongly Agree,4 = Agree,3 = Neither Agree nor Disagree,2 = Disagree,4 = Agree,5 = Strongly Agree,2 = Disagree,4 = Agree,4 = Agree,3 = Neither Agree nor Disagree,1 = Strongly Disagree,5 = Strongly Agree,4 = Agree,5 = Strongly Agree,4 = Agree,2 = Disagree,3 = Neither Agree nor Disagree,2 = Disagree,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,1 = Had a positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,1 = Had a positive impact,0 = Had neither a positive nor a negative impact,1 = Had a positive impact,-2 = Had a strong negative impact,-2 = Had a strong negative impact,,"I like looking at systems and how processes interact ","No. ","Marine Biology. I switched because it wasn’t a good fit and I didn’t enjoy the program ","Yes. I’d like to pursue a job in geoengineering or planetary science. ",,Female,,Non-Hispanic or Latino,White,,,Yes
2022-05-15 06:00:01,2022-05-15 06:04:50,IP Address,45,288,False,2022-05-29 06:04:54,R_1FEBFEii6HBOmgY,anonymous,EN,1,Yes,Yes,4 = Agree,5 = Strongly Agree,5 = Strongly Agree,4 = Agree,3 = Neither Agree nor Disagree,4 = Agree,2 = Disagree,3 = Neither Agree nor Disagree,4 = Agree,4 = Agree,4 = Agree,2 = Disagree,1 = Strongly Disagree,2 = Disagree,2 = Disagree,4 = Agree,3 = Neither Agree nor Disagree,2 = Disagree,4 = Agree,4 = Agree,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,-1 = Had a negative impact,N/A = Not applicable/ Did not experience this,N/A = Not applicable/ Did not experience this,2 = Had a strong positive impact,1 = Had a positive impact,2 = Had a strong positive impact,1 = Had a positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,-1 = Had a negative impact,N/A = Not applicable/ Did not experience this,,,,,,,,,,,,,
2022-05-16 09:25:57,2022-05-16 09:26:07,IP Address,9,9,False,2022-05-30 09:26:12,R_2SxAcUKtoUPXiTR,anonymous,EN,1,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-16 17:47:42,2022-05-16 20:42:23,IP Address,45,10481,False,2022-05-30 20:42:24,R_1FbqDGMCoEzhmvB,anonymous,EN,1,Yes,Yes,4 = Agree,4 = Agree,4 = Agree,4 = Agree,2 = Disagree,2 = Disagree,1 = Strongly Disagree,1 = Strongly Disagree,3 = Neither Agree nor Disagree,5 = Strongly Agree,4 = Agree,1 = Strongly Disagree,4 = Agree,1 = Strongly Disagree,4 = Agree,5 = Strongly Agree,3 = Neither Agree nor Disagree,2 = Disagree,1 = Strongly Disagree,2 = Disagree,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,,,,,,,,,,,,,
2022-05-17 07:54:11,2022-05-17 07:54:43,IP Address,9,31,False,2022-05-31 07:54:43,R_2Pb7IFtfBt87YMy,anonymous,EN,0.8999999761581421,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-31 15:14:55,2022-05-31 15:21:09,IP Address,100,374,True,2022-05-31 15:21:09,R_3sbFDLoJD9p1df4,anonymous,EN,0.8999999761581421,Yes,Yes,4 = Agree,5 = Strongly Agree,5 = Strongly Agree,4 = Agree,4 = Agree,4 = Agree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,2 = Disagree,4 = Agree,4 = Agree,2 = Disagree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,4 = Agree,4 = Agree,4 = Agree,3 = Neither Agree nor Disagree,4 = Agree,2 = Disagree,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,N/A = Not applicable/ Did not experience this,N/A = Not applicable/ Did not experience this,1 = Had a positive impact,N/A = Not applicable/ Did not experience this,1 = Had a positive impact,1 = Had a positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,,I like to study the processes that occur on Earth.,"No, not really. I cannot see myself studying any other major. ","I switched from biology to environmental science to double majoring in geology and oceanography. ","My plan is to most likely take the geologist licensing exam and pursue a career as a geologist. ",,Female,,Non-Hispanic or Latino,White,,,Yes
2022-05-31 15:20:53,2022-05-31 15:26:24,IP Address,100,331,True,2022-05-31 15:26:24,R_2xxUFszdP8Jrdro,anonymous,EN,0.8999999761581421,Yes,Yes,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,5 = Strongly Agree,1 = Strongly Disagree,4 = Agree,4 = Agree,2 = Disagree,2 = Disagree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,1 = Strongly Disagree,4 = Agree,1 = Strongly Disagree,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,1 = Had a positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,-1 = Had a negative impact,N/A = Not applicable/ Did not experience this,,I discovered my passion for rocks and the earth.,No.,"Yes, I switched from psychology to geoscience after a 12 year break from school. I discovered my passion for the field and decided to challenge myself and see if I could do the math and science necessary to succeed.",Absolutely! Next step is my PhD. I'd like to work for the USGS some day.,,Female,,Non-Hispanic or Latino,"Black or African American,White,More than one race",,"Older, non-traditional student. Community college transfer.",Yes
2022-05-31 14:42:47,2022-05-31 16:15:49,IP Address,100,5581,True,2022-05-31 16:15:49,R_2ayRhOq4m6V5Qro,anonymous,EN,1,Yes,Yes,4 = Agree,2 = Disagree,4 = Agree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,2 = Disagree,4 = Agree,4 = Agree,4 = Agree,5 = Strongly Agree,4 = Agree,2 = Disagree,2 = Disagree,2 = Disagree,4 = Agree,4 = Agree,4 = Agree,2 = Disagree,3 = Neither Agree nor Disagree,2 = Disagree,0 = Had neither a positive nor a negative impact,1 = Had a positive impact,1 = Had a positive impact,1 = Had a positive impact,1 = Had a positive impact,N/A = Not applicable/ Did not experience this,1 = Had a positive impact,N/A = Not applicable/ Did not experience this,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,1 = Had a positive impact,1 = Had a positive impact,N/A = Not applicable/ Did not experience this,N/A = Not applicable/ Did not experience this,,"An open STEM major that was called ""Earth and Space Science"", and I was a little more interested in the space aspect.",No,"Yes, from Marine biology. I went with geoscience because it had less requirements that I could graduate with sooner, as well as fit into classes I had taken previously more.","Maybe, I'm interested in the more technological aspect of things so I might find a career in a more computer data-related field. If it's in geoscience, cool, if not no big deal for me.",,Female,,Non-Hispanic or Latino,Asian,Khmer,First-gen college student,Yes
2022-05-31 16:10:25,2022-05-31 16:16:15,IP Address,100,349,True,2022-05-31 16:16:15,R_NW2w0BNypJBaWwV,anonymous,EN,1,Yes,Yes,4 = Agree,4 = Agree,4 = Agree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,2 = Disagree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,2 = Disagree,4 = Agree,2 = Disagree,4 = Agree,3 = Neither Agree nor Disagree,4 = Agree,3 = Neither Agree nor Disagree,4 = Agree,3 = Neither Agree nor Disagree,2 = Had a strong positive impact,2 = Had a strong positive impact,1 = Had a positive impact,N/A = Not applicable/ Did not experience this,N/A = Not applicable/ Did not experience this,0 = Had neither a positive nor a negative impact,2 = Had a strong positive impact,1 = Had a positive impact,0 = Had neither a positive nor a negative impact,1 = Had a positive impact,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,N/A = Not applicable/ Did not experience this,N/A = Not applicable/ Did not experience this,,"I like it through high school and l love natural science ","A little bit because the job hunting is difficult ","No. I started on geoscience as freshman ","Yes. I love to combine with what I learned to earn money if possible ","The field study is quite giving positive feedback in geoscience ",Female,,Non-Hispanic or Latino,Asian,,,Yes
2022-05-31 16:54:36,2022-05-31 17:26:31,IP Address,100,1914,True,2022-05-31 17:26:31,R_2QEW92OEnAqiYG5,anonymous,EN,1,Yes,Yes,4 = Agree,4 = Agree,5 = Strongly Agree,4 = Agree,5 = Strongly Agree,5 = Strongly Agree,2 = Disagree,4 = Agree,1 = Strongly Disagree,4 = Agree,4 = Agree,1 = Strongly Disagree,2 = Disagree,3 = Neither Agree nor Disagree,5 = Strongly Agree,4 = Agree,5 = Strongly Agree,2 = Disagree,4 = Agree,2 = Disagree,2 = Had a strong positive impact,N/A = Not applicable/ Did not experience this,N/A = Not applicable/ Did not experience this,N/A = Not applicable/ Did not experience this,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,1 = Had a positive impact,1 = Had a positive impact,2 = Had a strong positive impact,1 = Had a positive impact,N/A = Not applicable/ Did not experience this,N/A = Not applicable/ Did not experience this,,I have been interested in geoscience since I was a kid and basically always knew I wanted to be a scientist,No,No,"Yes, I plan on pursuing a PhD in the geosciences after taking a gap year, and post-graduate degree I hope to continue doing research in the geosciences.","The COVID-19 pandemic severely impacted my time pursuing my geoscience major. In particular, it limited the amount of fieldwork experience I have had.",Female,Woman,Non-Hispanic or Latino,White,,,Yes
2022-05-18 00:21:31,2022-05-18 00:21:50,IP Address,9,18,False,2022-06-01 00:21:53,R_33CpIrbQa9xvsTa,anonymous,EN,0.8999999761581421,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-17 22:32:22,2022-05-18 00:24:44,IP Address,45,6742,False,2022-06-01 00:24:45,R_3Mo0JBXL41qa3pv,anonymous,EN,0.8999999761581421,Yes,Yes,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,4 = Agree,2 = Disagree,4 = Agree,1 = Strongly Disagree,4 = Agree,4 = Agree,1 = Strongly Disagree,2 = Disagree,2 = Disagree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,1 = Strongly Disagree,5 = Strongly Agree,2 = Disagree,2 = Had a strong positive impact,1 = Had a positive impact,1 = Had a positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,1 = Had a positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,N/A = Not applicable/ Did not experience this,"I'm nonbinary and sometimes things people say can come across like microaggressions, but it usually just feels more personal than impactful as a scientist - everyone around me definitely makes me feel respected as a fellow scientist.",,,,,,,,,,,,
2022-05-18 15:03:13,2022-05-18 15:03:21,IP Address,9,7,False,2022-06-01 15:03:27,R_RhuEkpvAkll5OxP,anonymous,EN,0.8999999761581421,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02 11:40:49,2022-06-02 11:49:23,IP Address,100,514,True,2022-06-02 11:49:23,R_2y8x9zrN5o8igZL,anonymous,EN,0.8999999761581421,Yes,Yes,4 = Agree,4 = Agree,4 = Agree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,2 = Disagree,4 = Agree,4 = Agree,3 = Neither Agree nor Disagree,2 = Disagree,2 = Disagree,4 = Agree,3 = Neither Agree nor Disagree,4 = Agree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,2 = Disagree,1 = Had a positive impact,1 = Had a positive impact,0 = Had neither a positive nor a negative impact,1 = Had a positive impact,1 = Had a positive impact,N/A = Not applicable/ Did not experience this,N/A = Not applicable/ Did not experience this,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,1 = Had a positive impact,0 = Had neither a positive nor a negative impact,N/A = Not applicable/ Did not experience this,N/A = Not applicable/ Did not experience this,,"because it is something that interests me and something I can easily see around me ",no,"yes, my original major was mechanical engineering. I was more interested in what I would be learning in geoscience and I wanted the opportunity to work out in the field",ideally yes,"I love classes with field trips. They let me see in person applications better then in class theoreticals. Since one of the reasons I changed into the major was the opportunity for field work, this is important to me. ","Non-binary,Female",,Non-Hispanic or Latino,White,,,Yes
2022-06-04 07:03:37,2022-06-04 07:25:38,IP Address,100,1321,True,2022-06-04 07:25:39,R_3k0udfrwH4zE2Yc,anonymous,EN,1,Yes,Yes,4 = Agree,3 = Neither Agree nor Disagree,5 = Strongly Agree,2 = Disagree,3 = Neither Agree nor Disagree,5 = Strongly Agree,2 = Disagree,5 = Strongly Agree,2 = Disagree,5 = Strongly Agree,5 = Strongly Agree,3 = Neither Agree nor Disagree,4 = Agree,3 = Neither Agree nor Disagree,5 = Strongly Agree,4 = Agree,2 = Disagree,3 = Neither Agree nor Disagree,4 = Agree,1 = Strongly Disagree,1 = Had a positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,1 = Had a positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,-1 = Had a negative impact,2 = Had a strong positive impact,2 = Had a strong positive impact,-1 = Had a negative impact,-2 = Had a strong negative impact,I often feel like I don't fit in with my geoscience peers as I have always been the only Native Hawaiian in my courses. I have faced discrimination from a professor once because I am/was different from the other students in that one class. It is good to see representation and to feel included in geoscience as it helps me feel like I belong and that I'm able to keep up with other people who come from different backgrounds.,I love the Earth and it's many processes.,"I actually did but came back to it. I left because I struggle with math and hard science courses. People make me feel like I should give up because of this and so thinking I couldn't keep up I actually left. While I was switching from major to major, I realized geoscience was the major I was happiest in. It was worth the extra effort I need to put in.",I explain this in the question above.,"That is the current plan yes, I hope I'm able to. In my courses I realized I was interested in so many different topics in geoscience. I believe I'll be able to find a job corresponding to my intended geoscience degree. I've looked into some already and I'm quite excited. I also don't really see myself being content doing something else with my life. I want to make a difference, even if it's small scale.",My faulty and peers really made a difference. An aspect that helped me return to bring a geoscience major was the fact that my faculty was so kind and supportive. I also made a couple of friends in my courses. The company on this geoscience journey really made a difference.,Female,,Non-Hispanic or Latino,"Asian,Native Hawaiian or Other Pacific Islander,White,More than one race",,,Yes
2022-05-23 10:34:09,2022-05-23 10:34:33,IP Address,9,23,False,2022-06-06 10:34:36,R_3jVUw3nReHkBa2p,anonymous,EN,1,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-23 12:39:19,2022-05-23 12:39:44,IP Address,5,25,False,2022-06-06 12:39:48,R_yDgyfZ6uCI74j7P,anonymous,EN,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-10 09:02:55,2022-06-10 09:09:06,IP Address,100,371,True,2022-06-10 09:09:06,R_xyIEzalTmbPsTvP,anonymous,EN,1,Yes,Yes,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,3 = Neither Agree nor Disagree,4 = Agree,3 = Neither Agree nor Disagree,4 = Agree,4 = Agree,3 = Neither Agree nor Disagree,2 = Disagree,2 = Disagree,4 = Agree,4 = Agree,3 = Neither Agree nor Disagree,4 = Agree,4 = Agree,2 = Disagree,2 = Disagree,2 = Had a strong positive impact,1 = Had a positive impact,1 = Had a positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,2 = Had a strong positive impact,1 = Had a positive impact,1 = Had a positive impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,N/A = Not applicable/ Did not experience this,,I was good at Geography.,"No, every other subject is boring to me.",,"yes, hopefully if the economy does not tank.",,Female,,Non-Hispanic or Latino,,,,No
2022-05-31 14:28:46,2022-05-31 14:29:29,IP Address,27,42,False,2022-06-14 14:29:31,R_2YFJrFSfMObcbnz,anonymous,EN,0.699999988079071,Yes,Yes,1 = Strongly Disagree,1 = Strongly Disagree,1 = Strongly Disagree,1 = Strongly Disagree,1 = Strongly Disagree,1 = Strongly Disagree,1 = Strongly Disagree,1 = Strongly Disagree,1 = Strongly Disagree,1 = Strongly Disagree,1 = Strongly Disagree,1 = Strongly Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-06 15:33:48,2022-07-06 15:52:18,IP Address,100,1110,True,2022-07-06 15:52:18,R_1mxApRP9hsRmNoL,anonymous,EN,0.8999999761581421,Yes,Yes,4 = Agree,4 = Agree,4 = Agree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,4 = Agree,4 = Agree,5 = Strongly Agree,2 = Disagree,4 = Agree,5 = Strongly Agree,2 = Disagree,4 = Agree,1 = Strongly Disagree,4 = Agree,4 = Agree,4 = Agree,2 = Disagree,4 = Agree,2 = Disagree,0 = Had neither a positive nor a negative impact,1 = Had a positive impact,1 = Had a positive impact,N/A = Not applicable/ Did not experience this,2 = Had a strong positive impact,2 = Had a strong positive impact,1 = Had a positive impact,1 = Had a positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,1 = Had a positive impact,2 = Had a strong positive impact,N/A = Not applicable/ Did not experience this,N/A = Not applicable/ Did not experience this,,I was initially interested in fossils and minerals,A little bit when going through geophysics and structural geology.,"No, Geology was my first choice.","Yes, I largely enjoy geosciences ",,Male,,Non-Hispanic or Latino,Asian,,,Yes
